TransactionID,ProductID,CustomerID,StaffID,Date,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales
99,2,99,99,2023-01-05 03:00:00,4,12.61169549,West,Online,True,Sunny,21.96619793,Average,Positive,43,In Store,Thursday,50.44678197
100,1,100,100,2023-01-05 04:00:00,3,15.16080982,South,Cash,False,Sunny,27.154342182855554,Average,unknown,23,Online Order,Thursday,45.48242947
101,5,101,101,2023-01-05 05:00:00,5,8.525558222,South,Online,True,Cloudy,33.98665968,Poor,Positive,40,Phone Order,Thursday,42.62779111
102,1,102,102,2023-01-05 06:00:00,4,17.46032766,East,Cash,False,Cloudy,34.20960349,Poor,Negative,42,Online Order,Thursday,69.84131063
103,8,103,103,2023-01-05 07:00:00,3,13.17241486,East,Credit Card,True,Rainy,27.154342182855554,Poor,Negative,55,Phone Order,Thursday,39.51724459
104,1,104,104,2023-01-05 08:00:00,5,7.478630757,East,Cash,True,Sunny,22.0327531,Poor,Negative,27,In Store,Thursday,37.39315378
105,3,105,105,2023-01-05 09:00:00,4,13.74476639,South,Cash,True,Cloudy,27.7759944,Average,Neutral,50,Phone Order,Thursday,54.97906557
106,7,106,106,2023-01-05 10:00:00,4,19.99570706,West,Credit Card,False,Sunny,21.68913844,Excellent,Negative,23,Online Order,Thursday,79.98282825
107,5,107,107,2023-01-05 11:00:00,1,7.257822375,South,Cash,True,Rainy,34.00981128,Poor,Negative,28,Online Order,Thursday,7.257822375
108,0,108,108,2023-01-05 12:00:00,1,17.25135395,North,Cash,True,Cloudy,22.75369441,Excellent,Neutral,26,Phone Order,Thursday,17.25135395
109,8,109,109,2023-01-05 13:00:00,5,8.109635048,South,Online,False,Cloudy,23.7914879,Good,Neutral,46,Online Order,Thursday,40.54817524
110,5,110,110,2023-01-05 14:00:00,4,16.73582494,North,Credit Card,False,Cloudy,26.0995479,Good,Positive,52,Phone Order,Thursday,66.94329977
111,1,111,111,2023-01-05 15:00:00,2,16.01866885,West,Cash,False,Sunny,25.74746703,Poor,Neutral,17,In Store,Thursday,32.03733769
112,3,112,112,2023-01-05 16:00:00,1,9.507340784,East,Credit Card,True,Rainy,27.154342182855554,Good,Neutral,30,Phone Order,Thursday,9.507340784
113,4,113,113,2023-01-05 17:00:00,5,9.887346763,East,Credit Card,False,Sunny,26.84475231,Excellent,Negative,34,Phone Order,Thursday,49.43673382
114,0,114,114,2023-01-05 18:00:00,4,16.88782088,South,Cash,True,Cloudy,22.5615239,Excellent,unknown,46,Phone Order,Thursday,67.55128352
115,5,115,115,2023-01-05 19:00:00,4,11.92168268,East,Online,False,Rainy,24.00814843,Good,Positive,37,Phone Order,Thursday,47.68673071
116,3,116,116,2023-01-05 20:00:00,2,15.96227043,West,Credit Card,False,Cloudy,27.63670078,Poor,Neutral,31,In Store,Thursday,31.92454086
117,3,117,117,2023-01-05 21:00:00,5,7.21976221,East,Cash,False,Cloudy,22.21180876,Excellent,Negative,30,In Store,Thursday,36.09881105
118,1,118,118,2023-01-05 22:00:00,4,17.78836673,South,Credit Card,True,Sunny,29.17483513,Excellent,unknown,52,In Store,Thursday,71.15346691
119,2,119,119,2023-01-05 23:00:00,1,15.66327075,West,Online,True,Cloudy,28.4862096,Average,Negative,22,Phone Order,Thursday,15.66327075
120,1,120,120,2023-01-06 00:00:00,2,18.60414213,North,Online,True,Rainy,30.72053475,Poor,Negative,33,In Store,Friday,37.20828427
121,2,121,121,2023-01-06 01:00:00,5,6.985585686,South,Online,True,Cloudy,34.06556923,Average,Neutral,44,Online Order,Friday,34.92792843
122,2,122,122,2023-01-06 02:00:00,2,13.89521751,North,Cash,True,Cloudy,33.68381842,Good,Negative,48,In Store,Friday,27.79043501
123,0,123,123,2023-01-06 03:00:00,1,13.98680878,West,Cash,True,Sunny,27.154342182855554,Good,Positive,28,Phone Order,Friday,13.98680878
124,1,124,124,2023-01-06 04:00:00,5,10.30191111,South,Online,True,Rainy,23.67073396,Average,Positive,36,Online Order,Friday,51.50955554
125,4,125,125,2023-01-06 05:00:00,2,11.87699637,South,Cash,True,Sunny,21.9734796,Poor,unknown,58,Phone Order,Friday,23.75399274
126,6,126,126,2023-01-06 06:00:00,3,5.569723449,West,Online,True,Cloudy,24.53415051,Excellent,Negative,31,Online Order,Friday,16.70917035
127,6,127,127,2023-01-06 07:00:00,1,16.18790058,East,Cash,False,Sunny,33.42627759,Good,unknown,29,Phone Order,Friday,16.18790058
128,1,128,128,2023-01-06 08:00:00,1,13.23983719,South,Online,False,Sunny,34.58080212,Poor,Negative,46,Phone Order,Friday,13.23983719
129,1,129,129,2023-01-06 09:00:00,1,5.866115778,South,Credit Card,True,Sunny,32.88987427,Poor,unknown,27,Online Order,Friday,5.866115778
130,0,130,130,2023-01-06 10:00:00,3,15.21133839,North,Online,True,Sunny,21.65026582,Good,Neutral,35,In Store,Friday,45.63401518
131,1,131,131,2023-01-06 11:00:00,3,12.00173116,East,Online,True,Cloudy,34.21141997,Good,Negative,54,Online Order,Friday,36.00519348
132,2,132,132,2023-01-06 12:00:00,4,5.516918891,North,Cash,True,Cloudy,26.35037041,Poor,Neutral,47,Online Order,Friday,22.06767557
133,3,133,133,2023-01-06 13:00:00,2,19.5441159,North,Cash,False,Rainy,20.13965436,Excellent,Negative,41,Online Order,Friday,39.08823181
134,3,134,134,2023-01-06 14:00:00,4,19.23668215,East,Cash,False,Sunny,26.63590611,Average,Negative,49,Online Order,Friday,76.94672859
135,2,135,135,2023-01-06 15:00:00,2,12.69353624,East,Cash,True,Sunny,20.69103755,Good,Positive,30,Online Order,Friday,25.38707248
136,8,136,136,2023-01-06 16:00:00,3,6.405086311,West,Cash,False,Rainy,27.154342182855554,Average,Neutral,42,Phone Order,Friday,19.21525893
137,2,137,137,2023-01-06 17:00:00,3,16.31931832,East,Cash,False,Sunny,25.07831041,Poor,Positive,48,Phone Order,Friday,48.95795497
138,4,138,138,2023-01-06 18:00:00,4,12.3789665,South,Credit Card,True,Rainy,27.101524,Average,unknown,15,In Store,Friday,49.51586601
139,7,139,139,2023-01-06 19:00:00,5,9.536712174,East,Online,True,Cloudy,27.154342182855554,Excellent,unknown,55,In Store,Friday,47.68356087
140,5,140,140,2023-01-06 20:00:00,4,12.37127266,West,Online,True,Rainy,27.154342182855554,Poor,unknown,45,Online Order,Friday,49.48509065
141,2,141,141,2023-01-06 21:00:00,2,12.83666218,West,Online,True,Sunny,29.92852365,Excellent,Neutral,50,In Store,Friday,25.67332436
142,1,142,142,2023-01-06 22:00:00,4,13.44067549,West,Credit Card,False,Rainy,26.51073303,Poor,Positive,58,In Store,Friday,53.76270194
143,1,143,143,2023-01-06 23:00:00,1,11.6183557,East,Online,True,Cloudy,32.29141781,Excellent,Neutral,47,Online Order,Friday,11.6183557
144,0,144,144,2023-01-07 00:00:00,2,14.08632955,East,Credit Card,False,Sunny,33.58373206,Poor,Neutral,47,Phone Order,Saturday,28.17265909
145,2,145,145,2023-01-07 01:00:00,2,18.78102066,North,Credit Card,True,Cloudy,21.7963995,Excellent,Negative,53,Phone Order,Saturday,37.56204132
146,0,146,146,2023-01-07 02:00:00,5,10.43402131,North,Credit Card,False,Cloudy,27.97899466,Poor,Positive,32,In Store,Saturday,52.17010653
147,2,147,147,2023-01-07 03:00:00,3,15.88574695,South,Online,True,Rainy,24.2676794,Excellent,Neutral,37,Phone Order,Saturday,47.65724084
148,5,148,148,2023-01-07 04:00:00,2,18.41678835,North,Credit Card,True,Cloudy,20.70591797,Poor,Positive,37,Phone Order,Saturday,36.8335767
149,7,149,149,2023-01-07 05:00:00,3,11.83968914,South,Online,False,Sunny,30.02820043,Excellent,Positive,29,In Store,Saturday,35.51906741
150,3,150,150,2023-01-07 06:00:00,4,11.65183755,West,Online,False,Cloudy,27.154342182855554,Good,Neutral,40,Online Order,Saturday,46.60735018
151,6,151,151,2023-01-07 07:00:00,1,14.03175478,North,Cash,False,Cloudy,22.44353982,Average,Positive,44,In Store,Saturday,14.03175478
152,2,152,152,2023-01-07 08:00:00,5,13.87110139,East,Cash,True,Rainy,32.18620486,Poor,Negative,39,In Store,Saturday,69.35550696
153,7,153,153,2023-01-07 09:00:00,3,17.09884013,North,Credit Card,False,Cloudy,32.800936,Excellent,Negative,59,In Store,Saturday,51.2965204
154,3,154,154,2023-01-07 10:00:00,2,12.14725076,South,Credit Card,False,Rainy,33.71510664,Good,Negative,30,Online Order,Saturday,24.29450151
155,8,155,155,2023-01-07 11:00:00,3,19.94184424,North,Online,False,Rainy,23.97927634,Poor,Negative,53,Online Order,Saturday,59.82553273
156,5,156,156,2023-01-07 12:00:00,2,5.892073533,West,Credit Card,False,Sunny,27.154342182855554,Poor,Positive,59,Online Order,Saturday,11.78414707
157,0,157,157,2023-01-07 13:00:00,3,5.047517729,East,Credit Card,False,Sunny,24.80994132,Poor,Negative,28,Online Order,Saturday,15.14255319
158,0,158,158,2023-01-07 14:00:00,2,14.60297467,South,Online,False,Sunny,28.2850702,Average,Neutral,31,In Store,Saturday,29.20594935
159,1,159,159,2023-01-07 15:00:00,4,9.476523685,East,Credit Card,False,Sunny,20.75761206,Excellent,Negative,26,Phone Order,Saturday,37.90609474
160,3,160,160,2023-01-07 16:00:00,2,8.60573583,East,Credit Card,False,Rainy,20.65821633,Excellent,Neutral,43,In Store,Saturday,17.21147166
161,8,161,161,2023-01-07 17:00:00,2,9.6784862,South,Online,False,Cloudy,30.80559819,Poor,Neutral,46,Online Order,Saturday,19.3569724
162,7,162,162,2023-01-07 18:00:00,1,8.840713477,East,Online,True,Sunny,26.66719967,Poor,Negative,38,Phone Order,Saturday,8.840713477
163,5,163,163,2023-01-07 19:00:00,2,5.461850745,East,Cash,True,Sunny,23.84438563,Poor,Negative,27,In Store,Saturday,10.92370149
164,3,164,164,2023-01-07 20:00:00,1,19.57299564,North,Online,False,Sunny,22.85620244,Good,unknown,34,Phone Order,Saturday,19.57299564
165,8,165,165,2023-01-07 21:00:00,5,8.311182327,East,Cash,True,Cloudy,30.04930236,Poor,Neutral,29,Online Order,Saturday,41.55591163
166,6,166,166,2023-01-07 22:00:00,1,16.01044644,East,Credit Card,True,Sunny,20.00602316,Average,Negative,18,Phone Order,Saturday,16.01044644
167,2,167,167,2023-01-07 23:00:00,4,16.43894592,East,Online,False,Cloudy,32.08836754,Excellent,Positive,48,Phone Order,Saturday,65.75578368
168,0,168,168,2023-01-08 00:00:00,1,18.93886097,East,Online,False,Rainy,21.18874409,Average,Negative,42,Online Order,Sunday,18.93886097
169,7,169,169,2023-01-08 01:00:00,5,5.458241856,South,Online,False,Rainy,22.87234422,Poor,unknown,16,Phone Order,Sunday,27.29120928
170,0,170,170,2023-01-08 02:00:00,4,18.08072508,West,Credit Card,False,Rainy,25.79354593,Good,Negative,44,In Store,Sunday,72.32290031
171,7,171,171,2023-01-08 03:00:00,3,12.90839271,North,Cash,False,Cloudy,27.2728811,Poor,Neutral,40,Phone Order,Sunday,38.72517814
172,1,172,172,2023-01-08 04:00:00,3,14.48816165,East,Credit Card,False,Sunny,25.32492674,Poor,Negative,40,In Store,Sunday,43.46448495
173,7,173,173,2023-01-08 05:00:00,1,14.66705416,East,Credit Card,True,Sunny,24.81068247,Poor,Positive,34,Phone Order,Sunday,14.66705416
174,0,174,174,2023-01-08 06:00:00,1,17.29696707,South,Online,False,Sunny,34.45874018,Poor,Negative,56,Phone Order,Sunday,17.29696707
175,7,175,175,2023-01-08 07:00:00,5,10.00110983,West,Cash,True,Sunny,29.62369522,Poor,Negative,42,Online Order,Sunday,50.00554916
176,6,176,176,2023-01-08 08:00:00,5,15.99576785,East,Credit Card,False,Sunny,20.35149433,Excellent,Positive,34,Online Order,Sunday,79.97883924
177,1,177,177,2023-01-08 09:00:00,2,12.92867165,South,Online,False,Cloudy,26.45263863,Average,Positive,25,In Store,Sunday,25.85734329
178,7,178,178,2023-01-08 10:00:00,5,16.90091021,North,Credit Card,True,Rainy,33.1251305,Good,unknown,24,Online Order,Sunday,84.50455107
179,3,179,179,2023-01-08 11:00:00,2,19.85819049,North,Credit Card,False,Sunny,24.5218428,Poor,Neutral,37,Online Order,Sunday,39.71638098
180,4,180,180,2023-01-08 12:00:00,4,8.009765261,East,Online,False,Rainy,21.41834517,Good,Neutral,51,Online Order,Sunday,32.03906104
181,8,181,181,2023-01-08 13:00:00,1,19.91972962,East,Online,True,Cloudy,31.37577157,Excellent,unknown,55,Online Order,Sunday,19.91972962
182,4,182,182,2023-01-08 14:00:00,4,6.347182314,West,Cash,False,Cloudy,27.154342182855554,Average,Positive,33,Online Order,Sunday,25.38872926
